,0,1,0
1227,2018 May 12,  A Plurality of Singularities at the Galactic Center,https://apod.nasa.gov/apod/ap180512.html
1228,2018 May 13,  Sakurajima Volcano with Lightning,https://apod.nasa.gov/apod/ap180513.html
1229,2018 May 14,  Saturn's Hyperion in Natural Color,https://apod.nasa.gov/apod/ap180514.html
1230,2018 May 15,  Kepler's House in Linz,https://apod.nasa.gov/apod/ap180515.html
1231,2018 May 16,  Rotation of the Large Magellanic Cloud,https://apod.nasa.gov/apod/ap180516.html
1232,2018 May 17,  Milky Way vs Airglow Australis,https://apod.nasa.gov/apod/ap180517.html
1233,2018 May 18,  Attack of the Laser Guide Stars,https://apod.nasa.gov/apod/ap180518.html
1234,2018 May 19,  Reflections of Venus and Moon,https://apod.nasa.gov/apod/ap180519.html
1235,2018 May 20,  In the Heart of the Tarantula Nebula,https://apod.nasa.gov/apod/ap180520.html
1236,2018 May 21,  Jupiter Cloud Animation from Juno,https://apod.nasa.gov/apod/ap180521.html
1237,2018 May 22,  Craters and Shadows at the Lunar Terminator,https://apod.nasa.gov/apod/ap180522.html
1238,2018 May 23,  Spiral Galaxy NGC 4038 in Collision,https://apod.nasa.gov/apod/ap180523.html
1239,2018 May 24,  The Gum Nebula Expanse,https://apod.nasa.gov/apod/ap180524.html
1240,2018 May 25,  Galaxies Away,https://apod.nasa.gov/apod/ap180525.html
1241,2018 May 26,  Titan,https://apod.nasa.gov/apod/ap180526.html
1242,2018 May 27,  Coronal Rain on the Sun,https://apod.nasa.gov/apod/ap180527.html
1243,2018 May 28,  Seven Dusty Sisters,https://apod.nasa.gov/apod/ap180528.html
1244,2018 May 29,  Aurora and Manicouagan Crater from the Space Station,https://apod.nasa.gov/apod/ap180529.html
1245,2018 May 30,  The Case of the Backwards Orbiting Asteroid,https://apod.nasa.gov/apod/ap180530.html
1246,2018 May 31,  NGC 6744 Close Up,https://apod.nasa.gov/apod/ap180531.html
1247,2018 June 01,  Mars Approach,https://apod.nasa.gov/apod/ap180601.html
1248,2018 June 02,"  Jupiter Season, Hawaiian Sky",https://apod.nasa.gov/apod/ap180602.html
1249,2018 June 03,  Saturn's Iapetus,https://apod.nasa.gov/apod/ap180603.html
1250,2018 June 04,  Moon Setting Behind Teide Volcano,https://apod.nasa.gov/apod/ap180604.html
1251,2018 June 05,  Complex Jupiter,https://apod.nasa.gov/apod/ap180605.html
1252,2018 June 06,  A Sun Pillar over Norway,https://apod.nasa.gov/apod/ap180606.html
1253,2018 June 07,  The Clash of NGC 3256,https://apod.nasa.gov/apod/ap180607.html
1254,2018 June 08,  Fermi Science Playoffs,https://apod.nasa.gov/apod/ap180608.html
1255,2018 June 09,  Countryside Mars and Milky Way,https://apod.nasa.gov/apod/ap180609.html
1256,2018 June 10,  The Cat's Eye Nebula from Hubble,https://apod.nasa.gov/apod/ap180610.html
1257,2018 June 11,  At Last GLAST,https://apod.nasa.gov/apod/ap180611.html
1258,2018 June 12,  Star Size Comparison 2,https://apod.nasa.gov/apod/ap180612.html
1259,2018 June 13,  Red Cloudbow over Delaware,https://apod.nasa.gov/apod/ap180613.html
1260,2018 June 14,  Six Planets from Yosemite,https://apod.nasa.gov/apod/ap180614.html
1261,2018 June 15,  Little Planet Soyuz,https://apod.nasa.gov/apod/ap180615.html
1262,2018 June 16,  Dusty With a Chance of Dust,https://apod.nasa.gov/apod/ap180616.html
1263,2018 June 17,  Mars Engulfed,https://apod.nasa.gov/apod/ap180617.html
1264,2018 June 18,  An Active Prominence on the Sun,https://apod.nasa.gov/apod/ap180618.html
1265,2018 June 19,  Ancients of Sea and Sky,https://apod.nasa.gov/apod/ap180619.html
1266,2018 June 20,  Pillars of the Eagle Nebula in Infrared,https://apod.nasa.gov/apod/ap180620.html
1267,2018 June 21,  Northern Lights and Noctilucent Clouds,https://apod.nasa.gov/apod/ap180621.html
1268,2018 June 22,  Galaxy in a Crystal Ball,https://apod.nasa.gov/apod/ap180622.html
1269,2018 June 23,  Curiosity's Dusty Self,https://apod.nasa.gov/apod/ap180623.html
1270,2018 June 24,  Rocket Plume Shadow Points to the Moon,https://apod.nasa.gov/apod/ap180624.html
1271,2018 June 25,  Hayabusa2 Approaches Asteroid Ryugu,https://apod.nasa.gov/apod/ap180625.html
1272,2018 June 26,  Dark Nebulas across Taurus,https://apod.nasa.gov/apod/ap180626.html
1273,2018 June 27,  Highlights of the Summer Sky,https://apod.nasa.gov/apod/ap180627.html
1274,2018 June 28,  Sigma Octantis and Friends,https://apod.nasa.gov/apod/ap180628.html
1275,2018 June 29,  Messier 24,https://apod.nasa.gov/apod/ap180629.html
1276,2018 June 30,  The East 96th Street Moon,https://apod.nasa.gov/apod/ap180630.html
1277,2018 July 01,  Fresh Tiger Stripes on Saturn's Enceladus,https://apod.nasa.gov/apod/ap180701.html
1278,2018 July 02,  From the Galactic Plane through Antares,https://apod.nasa.gov/apod/ap180702.html
1279,2018 July 03,  An Airplane in Front of the Moon,https://apod.nasa.gov/apod/ap180703.html
1280,2018 July 04,"  Dawn's Early Light, Rocket's Red Glare",https://apod.nasa.gov/apod/ap180704.html
1281,2018 July 05,  Shadow Rise on the Inside Passage,https://apod.nasa.gov/apod/ap180705.html
1282,2018 July 06,  Charon,https://apod.nasa.gov/apod/ap180706.html
1283,2018 July 07,  A Northern Summer's Night,https://apod.nasa.gov/apod/ap180707.html
1284,2018 July 08,  The Extraordinary Spiral in LL Pegasi,https://apod.nasa.gov/apod/ap180708.html
1285,2018 July 09,  Road to Mars,https://apod.nasa.gov/apod/ap180709.html
1286,2018 July 10,  Noctilucent Clouds over Paris Fireworks,https://apod.nasa.gov/apod/ap180710.html
1287,2018 July 11,  Symbiotic R Aquarii,https://apod.nasa.gov/apod/ap180711.html
1288,2018 July 12,  Centaurus A,https://apod.nasa.gov/apod/ap180712.html
1289,2018 July 13,  Star Trails and the Bracewell Radio Sundial,https://apod.nasa.gov/apod/ap180713.html
1290,2018 July 14,  A Nibble on the Sun,https://apod.nasa.gov/apod/ap180714.html
1291,2018 July 15,  Rings Around the Ring Nebula,https://apod.nasa.gov/apod/ap180715.html
1292,2018 July 16,  Neutrino Associated with Distant Blazar Jet,https://apod.nasa.gov/apod/ap180716.html
1293,2018 July 17,  Moon and Venus over Cannon Beach,https://apod.nasa.gov/apod/ap180717.html
1294,2018 July 18,  Dark Slope Streaks Split on Mars,https://apod.nasa.gov/apod/ap180718.html
1295,2018 July 19,  Cerealia Facula,https://apod.nasa.gov/apod/ap180719.html
1296,2018 July 20,  The Teapot and the Milky Way,https://apod.nasa.gov/apod/ap180720.html
1297,2018 July 21,  Apollo 11 Landing Site Panorama,https://apod.nasa.gov/apod/ap180721.html
1298,2018 July 22,  Planck Maps the Microwave Background,https://apod.nasa.gov/apod/ap180722.html
1299,2018 July 23,  Fermi Science Finals,https://apod.nasa.gov/apod/ap180723.html
1300,2018 July 24,  Clouds of Earth and Sky,https://apod.nasa.gov/apod/ap180724.html
1301,2018 July 25,  The Edge-On Spindle Galaxy,https://apod.nasa.gov/apod/ap180725.html
1302,2018 July 26,  Barnard 228,https://apod.nasa.gov/apod/ap180726.html
1303,2018 July 27,  Mars Opposition,https://apod.nasa.gov/apod/ap180727.html
1304,2018 July 28,"  One Night, One Telescope, One Camera",https://apod.nasa.gov/apod/ap180728.html
1305,2018 July 29,  Journey to the Center of the Galaxy,https://apod.nasa.gov/apod/ap180729.html
1306,2018 July 30,  Lunar Eclipse over Rio,https://apod.nasa.gov/apod/ap180730.html
1307,2018 July 31,  Layers of the South Pole of Mars,https://apod.nasa.gov/apod/ap180731.html
1308,2018 August 01,  The Iris Nebula in a Field of Dust,https://apod.nasa.gov/apod/ap180801.html
1309,2018 August 02,  Eclipse over the Gulf of Poets,https://apod.nasa.gov/apod/ap180802.html
1310,2018 August 03,  Central Lunar Eclipse,https://apod.nasa.gov/apod/ap180803.html
1311,2018 August 04,  Central Cygnus Skyscape,https://apod.nasa.gov/apod/ap180804.html
1312,2018 August 05,  Trapezium,https://apod.nasa.gov/apod/ap180805.html
1313,2018 August 06,  Live,https://apod.nasa.gov/apod/ap180806.html
1314,2018 August 07,  Eclipsed Moon and Mars over Mountains,https://apod.nasa.gov/apod/ap180807.html
1315,2018 August 08,  Animation,https://apod.nasa.gov/apod/ap180808.html
1316,2018 August 09,"  Red Planet, Red Moon, and Mars",https://apod.nasa.gov/apod/ap180809.html
1317,2018 August 10,  Spiral Galaxy NGC 6744,https://apod.nasa.gov/apod/ap180810.html
1318,2018 August 11,"  Moon, Mars, and Milky Way",https://apod.nasa.gov/apod/ap180811.html
1319,2018 August 12,  Meteor before Galaxy,https://apod.nasa.gov/apod/ap180812.html
1320,2018 August 13,  The Pencil Nebula in Red and Blue,https://apod.nasa.gov/apod/ap180813.html
1321,2018 August 14,  M86 in the Central Virgo Cluster,https://apod.nasa.gov/apod/ap180814.html
1322,2018 August 15,  Launch of the Parker Solar Probe,https://apod.nasa.gov/apod/ap180815.html
1323,2018 August 16,  Parker vs Perseid,https://apod.nasa.gov/apod/ap180816.html
1324,2018 August 17,  Perseid Fireball and Persistent Train,https://apod.nasa.gov/apod/ap180817.html
1325,2018 August 18,  Seeing Titan,https://apod.nasa.gov/apod/ap180818.html
1326,2018 August 19,  Asperitas Clouds Over New Zealand,https://apod.nasa.gov/apod/ap180819.html
1327,2018 August 20,  Active Prominences on a Quiet Sun,https://apod.nasa.gov/apod/ap180820.html
1328,2018 August 21,  Glowing Elements in the Soul Nebula,https://apod.nasa.gov/apod/ap180821.html
1329,2018 August 22,  Asteroid Ryugu from Hayabusa2,https://apod.nasa.gov/apod/ap180822.html
1330,2018 August 23,"  Comet, Heart, and Soul",https://apod.nasa.gov/apod/ap180823.html
1331,2018 August 24,  Messier 20 and 21,https://apod.nasa.gov/apod/ap180824.html
1332,2018 August 25,  Stripping ESO 137-001,https://apod.nasa.gov/apod/ap180825.html
1333,2018 August 26,  Fire on Earth,https://apod.nasa.gov/apod/ap180826.html
1334,2018 August 27,  Total Solar Eclipse Shadow from a Balloon,https://apod.nasa.gov/apod/ap180827.html
1335,2018 August 28,  Sea and Sky Glows over the Oregon Coast,https://apod.nasa.gov/apod/ap180828.html
1336,2018 August 29,  Nearby Cepheid Variable RS Pup,https://apod.nasa.gov/apod/ap180829.html
1337,2018 August 30,  The NGC 6914 Complex,https://apod.nasa.gov/apod/ap180830.html
1338,2018 August 31,  Close Mars,https://apod.nasa.gov/apod/ap180831.html
1339,2018 September 01,  Aerosol Earth,https://apod.nasa.gov/apod/ap180901.html
1340,2018 September 02,  A Powerful Solar Flare,https://apod.nasa.gov/apod/ap180902.html
1341,2018 September 03,  Aurora around Saturns North Pole,https://apod.nasa.gov/apod/ap180903.html
1342,2018 September 04,  Moon behind Lava Fountain,https://apod.nasa.gov/apod/ap180904.html
1343,2018 September 05,  NGC 3682,https://apod.nasa.gov/apod/ap180905.html
1344,2018 September 06,  Along the Western Veil,https://apod.nasa.gov/apod/ap180906.html
1345,2018 September 07,  Saturn's North Polar Hexagon,https://apod.nasa.gov/apod/ap180907.html
1346,2018 September 08,  Real Time Perseid,https://apod.nasa.gov/apod/ap180908.html
1347,2018 September 09,  M1,https://apod.nasa.gov/apod/ap180909.html
1348,2018 September 10,  Curiosity Vista from Vera Rubin Ridge,https://apod.nasa.gov/apod/ap180910.html
1349,2018 September 11,  Milky Way over Trolls Tongue,https://apod.nasa.gov/apod/ap180911.html
1350,2018 September 12,  Lunations,https://apod.nasa.gov/apod/ap180912.html
1351,2018 September 13,"  Comet, Clusters, and Nebulae",https://apod.nasa.gov/apod/ap180913.html
1352,2018 September 14,  Ice Halos at Yellowknife,https://apod.nasa.gov/apod/ap180914.html
1353,2018 September 15,"  Mont Blanc, Meteor, and Milky Way",https://apod.nasa.gov/apod/ap180915.html
1354,2018 September 16,  A Solar Filament Erupts,https://apod.nasa.gov/apod/ap180916.html
1355,2018 September 17,  Cosmic Collision Forges Galactic Ring,https://apod.nasa.gov/apod/ap180917.html
1356,2018 September 18,  Salt Pepper and Ice,https://apod.nasa.gov/apod/ap180918.html
1357,2018 September 19,  Cocoon Nebula Deep Field,https://apod.nasa.gov/apod/ap180919.html
1358,2018 September 20,  Stars and Dust in Corona Australis,https://apod.nasa.gov/apod/ap180920.html
1359,2018 September 21,  Irregular Galaxy NGC 55,https://apod.nasa.gov/apod/ap180921.html
1360,2018 September 22,  Window Seat over Hudson Bay,https://apod.nasa.gov/apod/ap180922.html
1361,2018 September 23,  Equinox,https://apod.nasa.gov/apod/ap180923.html
1362,2018 September 24,  Rover 1A Hops on Asteroid Ryugu,https://apod.nasa.gov/apod/ap180924.html
1363,2018 September 25,  Highlights of the North Autumn Sky,https://apod.nasa.gov/apod/ap180925.html
1364,2018 September 26,  The Suns Spectrum with its Missing Colors,https://apod.nasa.gov/apod/ap180926.html
1365,2018 September 27,  M33,https://apod.nasa.gov/apod/ap180927.html
1366,2018 September 28,"  The Light, the Dark, and the Dusty",https://apod.nasa.gov/apod/ap180928.html
1367,2018 September 29,  55 Nights with Saturn,https://apod.nasa.gov/apod/ap180929.html
1368,2018 September 30,  The Lonely Neutron Star in Supernova E0102 72.3,https://apod.nasa.gov/apod/ap180930.html
1369,2018 October 01,  The First Rocket Launch from Cape Canaveral,https://apod.nasa.gov/apod/ap181001.html
1370,2018 October 02,  Supernumerary Rainbows over New Jersey,https://apod.nasa.gov/apod/ap181002.html
1371,2018 October 03,  NGC 1898,https://apod.nasa.gov/apod/ap181003.html
1372,2018 October 04,  Opportunity After the Storm,https://apod.nasa.gov/apod/ap181004.html
1373,2018 October 05,  The Last Days of Venus as the Evening Star,https://apod.nasa.gov/apod/ap181005.html
1374,2018 October 06,  Aurora,https://apod.nasa.gov/apod/ap181006.html
1375,2018 October 07,  The Scale of the Universe Interactive,https://apod.nasa.gov/apod/ap181007.html
1376,2018 October 08,  Comet 12P Between Rosette and Cone Nebulas,https://apod.nasa.gov/apod/ap181008.html
1377,2018 October 09,  NGC 1672,https://apod.nasa.gov/apod/ap181009.html
1378,2018 October 10,  Sun Dance,https://apod.nasa.gov/apod/ap181010.html
1379,2018 October 11,  West Coast Launch and Landing,https://apod.nasa.gov/apod/ap181011.html
1380,2018 October 12,  The Falcon 9 Nebula,https://apod.nasa.gov/apod/ap181012.html
1381,2018 October 13,  Skygazers on the Beach,https://apod.nasa.gov/apod/ap181013.html
1382,2018 October 14,  Orion in Red and Blue,https://apod.nasa.gov/apod/ap181014.html
1383,2018 October 15,  M16,https://apod.nasa.gov/apod/ap181015.html
1384,2018 October 16,  Jupiter in Ultraviolet from Hubble,https://apod.nasa.gov/apod/ap181016.html
1385,2018 October 17,  M15,https://apod.nasa.gov/apod/ap181017.html
1386,2018 October 18,  Cherenkov Telescope at Sunset,https://apod.nasa.gov/apod/ap181018.html
1387,2018 October 19,  Summer to Winter Milky Way,https://apod.nasa.gov/apod/ap181019.html
1388,2018 October 20,  Halo of the Cat's Eye,https://apod.nasa.gov/apod/ap181020.html
1389,2018 October 21,"  Meteor, Comet, and Seagull (Nebula)",https://apod.nasa.gov/apod/ap181021.html
1390,2018 October 22,  Apollo 12 Visits Surveyor 3,https://apod.nasa.gov/apod/ap181022.html
1391,2018 October 23,  Hyperion,https://apod.nasa.gov/apod/ap181023.html
1392,2018 October 24,  Light Pillars over Whitefish Bay,https://apod.nasa.gov/apod/ap181024.html
1393,2018 October 25,  Barnard 150,https://apod.nasa.gov/apod/ap181025.html
1394,2018 October 26,  IC 59 and IC 63 in Cassiopeia,https://apod.nasa.gov/apod/ap181026.html
1395,2018 October 27,  Airglow Borealis,https://apod.nasa.gov/apod/ap181027.html
1396,2018 October 28,  Ultraviolet Earth from an Observatory on the Moon,https://apod.nasa.gov/apod/ap181028.html
1397,2018 October 29,  Shells of Stars in Elliptical Galaxy PGC 42871,https://apod.nasa.gov/apod/ap181029.html
1398,2018 October 30,  Orionids Meteors over Inner Mongolia,https://apod.nasa.gov/apod/ap181030.html
1399,2018 October 31,  R Leporis,https://apod.nasa.gov/apod/ap181031.html
1400,2018 November 01,  Hayabusa2 Ascends from Asteroid Ryugu,https://apod.nasa.gov/apod/ap181101.html
1401,2018 November 02,  Cygnus Shell Supernova Remnant W63,https://apod.nasa.gov/apod/ap181102.html
1402,2018 November 03,  Lunar LOVE,https://apod.nasa.gov/apod/ap181103.html
1403,2018 November 04,  Flying Saucer Crash Lands in Utah Desert,https://apod.nasa.gov/apod/ap181104.html
1404,2018 November 05,  IC 4592,https://apod.nasa.gov/apod/ap181105.html
1405,2018 November 06,  NGC 1499,https://apod.nasa.gov/apod/ap181106.html
1406,2018 November 07,  NGC 6188,https://apod.nasa.gov/apod/ap181107.html
1407,2018 November 08,  Mars in the Loop,https://apod.nasa.gov/apod/ap181108.html
1408,2018 November 09,  Little Planet Lookout,https://apod.nasa.gov/apod/ap181109.html
1409,2018 November 10,  The Old Moon in the Young Moon's Arms,https://apod.nasa.gov/apod/ap181110.html
1410,2018 November 11,  Astronaut Exploring,https://apod.nasa.gov/apod/ap181111.html
1411,2018 November 12,"  The Lagoon Nebula is Stars, Gas, and Dust",https://apod.nasa.gov/apod/ap181112.html
1412,2018 November 13,  Rotating Asteroid Bennu from OSIRIS REx,https://apod.nasa.gov/apod/ap181113.html
1413,2018 November 14,"  The Cave Nebula in Hydrogen, Oxygen, and Sulfur",https://apod.nasa.gov/apod/ap181114.html
1414,2018 November 15,  Comet 46P Wirtanen,https://apod.nasa.gov/apod/ap181115.html
1415,2018 November 16,"  The Hill, The Moon, and Saturn",https://apod.nasa.gov/apod/ap181116.html
1416,2018 November 17,  The Tarantula Nebula,https://apod.nasa.gov/apod/ap181117.html
1417,2018 November 18,  Creature Aurora Over Norway,https://apod.nasa.gov/apod/ap181118.html
1418,2018 November 19,  Gibbous Moon beyond Swedish Mountain,https://apod.nasa.gov/apod/ap181119.html
1419,2018 November 20,  Unexpected Trajectory Interstellar Asteroid Oumuamua,https://apod.nasa.gov/apod/ap181120.html
1420,2018 November 21,  Swirls and Colors on Jupiter from Juno,https://apod.nasa.gov/apod/ap181121.html
1421,2018 November 22,  Portrait of NGC 281,https://apod.nasa.gov/apod/ap181122.html
1422,2018 November 23,  Good Morning Leonid,https://apod.nasa.gov/apod/ap181123.html
1423,2018 November 24,  Shipwreck at Moonset,https://apod.nasa.gov/apod/ap181124.html
1424,2018 November 25,  Phobos,https://apod.nasa.gov/apod/ap181125.html
1425,2018 November 26,  Rocket Launch as Seen from the Space Station,https://apod.nasa.gov/apod/ap181126.html
1426,2018 November 27,  InSight's First Image from Mars,https://apod.nasa.gov/apod/ap181127.html
1427,2018 November 28,  IC 1871,https://apod.nasa.gov/apod/ap181128.html
1428,2018 November 29,  Across Corona Australis,https://apod.nasa.gov/apod/ap181129.html
1429,2018 November 30,  A Cold River to Orion,https://apod.nasa.gov/apod/ap181130.html
1430,2018 December 01,  Mount Everest Star Trails,https://apod.nasa.gov/apod/ap181201.html
1431,2018 December 02,  The Fairy of Eagle Nebula,https://apod.nasa.gov/apod/ap181202.html
1432,2018 December 03,  Spiraling Supermassive Black Holes,https://apod.nasa.gov/apod/ap181203.html
1433,2018 December 04,  Rocket Launch between Mountains,https://apod.nasa.gov/apod/ap181204.html
1434,2018 December 05,  Highlights of the North Winter Sky,https://apod.nasa.gov/apod/ap181205.html
1435,2018 December 06,  Cetus Galaxies and Supernova,https://apod.nasa.gov/apod/ap181206.html
1436,2018 December 07,  December's Comet Wirtanen,https://apod.nasa.gov/apod/ap181207.html
1437,2018 December 08,  Tiny Planet Timelapse,https://apod.nasa.gov/apod/ap181208.html
1438,2018 December 09,"  Aurora Shimmer, Meteor Flash",https://apod.nasa.gov/apod/ap181209.html
1439,2018 December 10,  Sound and Light Captured by Mars InSight,https://apod.nasa.gov/apod/ap181210.html
1440,2018 December 11,  Arp 188 and the Tadpole's Tail,https://apod.nasa.gov/apod/ap181211.html
1441,2018 December 12,  M43,https://apod.nasa.gov/apod/ap181212.html
1442,2018 December 13,  3D Bennu,https://apod.nasa.gov/apod/ap181213.html
1443,2018 December 14,  Swimming on Jupiter,https://apod.nasa.gov/apod/ap181214.html
1444,2018 December 15,  Geminids and Friends,https://apod.nasa.gov/apod/ap181215.html
1445,2018 December 16,  Comet Wirtanen Passes by the Earth,https://apod.nasa.gov/apod/ap181216.html
1446,2018 December 17,  M31,https://apod.nasa.gov/apod/ap181217.html
1447,2018 December 18,  Methane Bubbles Frozen in Lake Baikal,https://apod.nasa.gov/apod/ap181218.html
1448,2018 December 19,  A Rainbow Geminid Meteor,https://apod.nasa.gov/apod/ap181219.html
1449,2018 December 20,"  Red Nebula, Green Comet, Blue Stars",https://apod.nasa.gov/apod/ap181220.html
1450,2018 December 21,  Extraordinary Solar Halos,https://apod.nasa.gov/apod/ap181221.html
1451,2018 December 22,  A Cold December Night,https://apod.nasa.gov/apod/ap181222.html
1452,2018 December 23,  Earthrise,https://apod.nasa.gov/apod/ap181223.html
1453,2018 December 24,  Earthrise 1,https://apod.nasa.gov/apod/ap181224.html
1454,2018 December 25,  M100,https://apod.nasa.gov/apod/ap181225.html
1455,2018 December 26,  NGC 6357,https://apod.nasa.gov/apod/ap181226.html
1456,2018 December 27,  The Great Carina Nebula,https://apod.nasa.gov/apod/ap181227.html
1457,2018 December 28,  NGC 1365,https://apod.nasa.gov/apod/ap181228.html
1458,2018 December 29,  New Horizons at Ultima Thule,https://apod.nasa.gov/apod/ap181229.html
1459,2018 December 30,  The Galaxy Tree,https://apod.nasa.gov/apod/ap181230.html
1460,2018 December 31,  The Witch Head Nebula,https://apod.nasa.gov/apod/ap181231.html
1461,2019 January 01,  The Sombrero Galaxy in Infrared,https://apod.nasa.gov/apod/ap190101.html
1462,2019 January 02,  The Orion Nebula in Infrared from WISE,https://apod.nasa.gov/apod/ap190102.html
1463,2019 January 03,  Ultima and Thule,https://apod.nasa.gov/apod/ap190103.html
1464,2019 January 04,  Ultima Thule Rotation Gif,https://apod.nasa.gov/apod/ap190104.html
1465,2019 January 05,  Yutu 2 on the Farside,https://apod.nasa.gov/apod/ap190105.html
1466,2019 January 06,  A Laser Strike at the Galactic Center,https://apod.nasa.gov/apod/ap190106.html
1467,2019 January 07,"  Stars, Meteors, and a Comet in Taurus",https://apod.nasa.gov/apod/ap190107.html
1468,2019 January 08,  HESS Telescopes Explore the High Energy Sky,https://apod.nasa.gov/apod/ap190108.html
1469,2019 January 09,  Quadrantids,https://apod.nasa.gov/apod/ap190109.html
1470,2019 January 10,  Vela Supernova Remnant Mosaic,https://apod.nasa.gov/apod/ap190110.html
1471,2019 January 11,  Partial Eclipse over Beijing,https://apod.nasa.gov/apod/ap190111.html
1472,2019 January 12,  Milky Way Falls,https://apod.nasa.gov/apod/ap190112.html
1473,2019 January 13,  Tycho Supernova Remnant in X-ray,https://apod.nasa.gov/apod/ap190113.html
1474,2019 January 14,  Meteor and Milky Way over the Alps,https://apod.nasa.gov/apod/ap190114.html
1475,2019 January 15,  The Heart and Soul Nebulas,https://apod.nasa.gov/apod/ap190115.html
1476,2019 January 16,  IC 342,https://apod.nasa.gov/apod/ap190116.html
1477,2019 January 17,  Cabin Under the Stars,https://apod.nasa.gov/apod/ap190117.html
1478,2019 January 18,  Circumpolar Star Trails,https://apod.nasa.gov/apod/ap190118.html
1479,2019 January 19,  Total Lunar Eclipse at Moonset,https://apod.nasa.gov/apod/ap190119.html
1480,2019 January 20,  A Total Lunar Eclipse Video,https://apod.nasa.gov/apod/ap190120.html
1481,2019 January 21,  InSight Lander Takes Selfie on Mars,https://apod.nasa.gov/apod/ap190121.html
1482,2019 January 22,  Lunar Eclipse over Cologne Cathedral,https://apod.nasa.gov/apod/ap190122.html
1483,2019 January 23,  Orion over the Austrian Alps,https://apod.nasa.gov/apod/ap190123.html
1484,2019 January 24,"  Matterhorn, Moon, and Meteor",https://apod.nasa.gov/apod/ap190124.html
1485,2019 January 25,  Moon Struck,https://apod.nasa.gov/apod/ap190125.html
1486,2019 January 26,  The Umbra of Earth,https://apod.nasa.gov/apod/ap190126.html
1487,2019 January 27,  From the Northern to the Southern Cross,https://apod.nasa.gov/apod/ap190127.html
1488,2019 January 28,  The Long Gas Tail of Spiral Galaxy D100,https://apod.nasa.gov/apod/ap190128.html
1489,2019 January 29,  Ultima Thule from New Horizons,https://apod.nasa.gov/apod/ap190129.html
1490,2019 January 30,  Wide Field View of Great American Eclipse,https://apod.nasa.gov/apod/ap190130.html
1491,2019 January 31,  Sharpless 308,https://apod.nasa.gov/apod/ap190131.html
1492,2019 February 01,  Twin Galaxies in Virgo,https://apod.nasa.gov/apod/ap190201.html
1493,2019 February 02,  LDN 1622,https://apod.nasa.gov/apod/ap190202.html
1494,2019 February 03,  An Airglow Fan from Lake to Sky,https://apod.nasa.gov/apod/ap190203.html
1495,2019 February 04,  Henize 70,https://apod.nasa.gov/apod/ap190204.html
1496,2019 February 05,  Perijove 16,https://apod.nasa.gov/apod/ap190205.html
1497,2019 February 06,  Moon and Venus Appulse over a Tree,https://apod.nasa.gov/apod/ap190206.html
1498,2019 February 07,"  Fox Fur, Unicorn, and Christmas Tree",https://apod.nasa.gov/apod/ap190207.html
1499,2019 February 08,"  Moon, Four Planets, and Emu",https://apod.nasa.gov/apod/ap190208.html
1500,2019 February 09,  Comet Iwamoto and the Sombrero Galaxy,https://apod.nasa.gov/apod/ap190209.html
1501,2019 February 10,  Venus Unveiled,https://apod.nasa.gov/apod/ap190210.html
1502,2019 February 11,  New Data,https://apod.nasa.gov/apod/ap190211.html
1503,2019 February 12,  Plane Crossing a Crescent Moon,https://apod.nasa.gov/apod/ap190212.html
1504,2019 February 13,  The Helix Nebula in Hydrogen and Oxygen,https://apod.nasa.gov/apod/ap190213.html
1505,2019 February 14,  Solar System Family Portrait,https://apod.nasa.gov/apod/ap190214.html
1506,2019 February 15,  Opportunity at Perseverance Valley,https://apod.nasa.gov/apod/ap190215.html
1507,2019 February 16,  NGC 2359,https://apod.nasa.gov/apod/ap190216.html
1508,2019 February 17,  Shadow of a Martian Robot,https://apod.nasa.gov/apod/ap190217.html
1509,2019 February 18,  Dragon Aurora over Iceland,https://apod.nasa.gov/apod/ap190218.html
1510,2019 February 19,  Comet Iwamoto Before Spiral Galaxy NGC 2903,https://apod.nasa.gov/apod/ap190219.html
1511,2019 February 20,  Doomed Star Eta Carinae,https://apod.nasa.gov/apod/ap190220.html
1512,2019 February 21,  Reflections on vdB 9,https://apod.nasa.gov/apod/ap190221.html
1513,2019 February 22,  NGC 4565,https://apod.nasa.gov/apod/ap190222.html
1514,2019 February 23,  The Stars of the Triangulum Galaxy,https://apod.nasa.gov/apod/ap190223.html
1515,2019 February 24,  The Expanding Echoes of Supernova 1987A,https://apod.nasa.gov/apod/ap190224.html
1516,2019 February 25,  Red Sprite Lightning over Kununurra,https://apod.nasa.gov/apod/ap190225.html
1517,2019 February 26,  Simulation TNG50,https://apod.nasa.gov/apod/ap190226.html
1518,2019 February 27,  Magnetic Orion,https://apod.nasa.gov/apod/ap190227.html
1519,2019 February 28,  Sharpest Ultima Thule,https://apod.nasa.gov/apod/ap190228.html
1520,2019 March 01,  A Charioteer's Comet,https://apod.nasa.gov/apod/ap190301.html
1521,2019 March 02,  NGC 6302,https://apod.nasa.gov/apod/ap190302.html
1522,2019 March 03,  The Orion Bullets,https://apod.nasa.gov/apod/ap190303.html
1523,2019 March 04,  Celestial Alignment over Sicilian Shore,https://apod.nasa.gov/apod/ap190304.html
1524,2019 March 05,  X-Ray Superbubbles in Galaxy NGC 3079,https://apod.nasa.gov/apod/ap190305.html
1525,2019 March 06,  A February without Sunpots,https://apod.nasa.gov/apod/ap190306.html
